name,phone,review_count,price,food_type,rating,address,town,zip_search
26. Pick A Bagel,(212) 517-65901101 Lexington AveUpper East Side,282,$,"$Bagels, Breakfast & Brunch",3 star rating,1101 Lexington Ave,Upper East Side,10025
27. Bagel Tree,(646) 559-8912245 E 124th StEast Harlem,40,$,"$Bagels, Burgers, Sandwiches",3.5 star rating,245 E 124th St,East Harlem,10025
28. New York City Bagel & Coffee House,(718) 777-03242910 BroadwayAstoria,44,$,"$Sandwiches, Coffee & Tea, Bagels",3.5 star rating,2910 Broadway,Astoria,10025
29. Bagel Bob’s on York,(212) 535-38381641 York AveYorkville,256,$,"$Bagels, Coffee & Tea, Cafes",3.5 star rating,1641 York Ave,Yorkville,10025
30. Bagels & Co.,(212) 717-05051428 York AveUpper East Side,48,$,"$Bakeries, Bagels, Pizza",3 star rating,1428 York Ave,Upper East Side,10025
The Evercake,(201) 898-5778Upper East Side,45,,Custom Cakes,4.5 star rating,,Upper East Side,10025
William Greenberg Desserts,(212) 861-13401100 Madison AveUpper East Side,254,,"Kosher, Bakeries",4 star rating,1100 Madison Ave,Upper East Side,10026
Ess-a-Bagel,(347) 589-8776108 W 32nd StMidtown West,143,,"Bagels, Sandwiches, Breakfast & Brunch",3.5 star rating,108 W 32nd St,Midtown West,10026
1. BO’s Bagels,(917) 902-8345235 W 116th StHarlem,345,$,$Bagels,4.5 star rating,235 W 116th St,Harlem,10026
2. Absolute Bagels,(212) 932-20522788 BroadwayManhattan Valley,1428,$,"$Bakeries, Bagels",4.5 star rating,2788 Broadway,Manhattan Valley,10026
3. The Bagel Shop,(212) 860-80601659 3rd AveYorkville,137,$$,$$Bagels,4 star rating,1659 3rd Ave,Yorkville,10026
4. Broadway Bagel,(212) 662-02312658 BroadwayManhattan Valley,194,$,"$Bagels, Sandwiches, Burgers",4 star rating,2658 Broadway,Manhattan Valley,10026
5. Double Dutch Espresso,(646) 429-88342194 Frederick Douglass BlvdHarlem,226,$$,"$$Bagels, Coffee & Tea, Internet Cafes",4 star rating,2194 Frederick Douglass Blvd,Harlem,10026
6. Zaro’s Family Bakery,1825 Park AvenueEast Harlem,8,,"Coffee & Tea, Bakeries, Bagels",4 star rating,1825 Park Avenue,East Harlem,10026
7. Yorkville Bagel & Cafe,(212) 996-65441821 2nd AveYorkville,98,$,"$Bagels, Cafes, Juice Bars & Smoothies",4 star rating,1821 2nd Ave,Yorkville,10026
8. El Barrista Cafe,(718) 413-01912154 Third AveEast Harlem,18,,"Breakfast & Brunch, Bagels, Coffee & Tea",4 star rating,2154 Third Ave,East Harlem,10026
9. Bagel Tree,(646) 559-8912245 E 124th StEast Harlem,40,$,"$Bagels, Burgers, Sandwiches",3.5 star rating,245 E 124th St,East Harlem,10026
10. Wu & Nussbaum,(212) 222-00402897 BroadwayMorningside Heights,48,$$,"$$Chinese, Noodles, Bagels",3.5 star rating,2897 Broadway,Morningside Heights,10026
The Evercake,(201) 898-5778Upper East Side,45,,Custom Cakes,4.5 star rating,,Upper East Side,10026
The Evercake,(201) 898-5778Upper East Side,45,,Custom Cakes,4.5 star rating,,Upper East Side,10026
William Greenberg Desserts,(212) 861-13401100 Madison AveUpper East Side,254,,"Kosher, Bakeries",4 star rating,1100 Madison Ave,Upper East Side,10026
11. Broad Nosh Bagels,2350 BroadwayUpper West Side,18,,Bagels,4.5 star rating,2350 Broadway,Upper West Side,10026
12. Modern Bread and Bagel,(646) 775-2985472 Columbus AveUpper West Side,162,$$,"$$Breakfast & Brunch, Bakeries, Bagels",4 star rating,472 Columbus Ave,Upper West Side,10026
13. Barney Greengrass,(212) 724-4707541 Amsterdam AveUpper West Side,761,$$,"$$Specialty Food, Delis, Bagels",4 star rating,541 Amsterdam Ave,Upper West Side,10026
14. Brekkie Bagels,1528 Amsterdam AveHarlem,,,Bagels,,1528 Amsterdam Ave,Harlem,10026
15. El Chevere Bakery,(212) 289-56562002 Third AveEast Harlem,16,$,"$Coffee & Tea, Bakeries, Bagels",4.5 star rating,2002 Third Ave,East Harlem,10026
16. Bagels & Co,(212) 496-9400391 Amsterdam AveUpper West Side,91,$,$Bagels,3.5 star rating,391 Amsterdam Ave,Upper West Side,10026
17. Mr Bagelsworth,(201) 945-0122725 River Rd,133,$,"$Bagels, Breakfast & Brunch, Sandwiches",2.5 star rating,725 River Rd,,10026
18. H&H Bagels,(212) 498-9828526 Columbus AveUpper West Side,190,$$,"$$Bagels, Salad, Sandwiches",2.5 star rating,526 Columbus Ave,Upper West Side,10026
19. Tal Bagels,(212) 712-01712446 BroadwayUpper West Side,201,$,$Bagels,2.5 star rating,2446 Broadway,Upper West Side,10026
20. Columbus Cafe,(212) 721-9040556 Columbus AveUpper West Side,50,$,"$Bagels, Delis",3.5 star rating,556 Columbus Ave,Upper West Side,10026
Bagel Bob’s on York,(212) 535-38381641 York AveYorkville,256,,"Bagels, Cafes, Coffee & Tea",3.5 star rating,1641 York Ave,Yorkville,10026
The Evercake,(201) 898-5778Upper East Side,45,,Custom Cakes,4.5 star rating,,Upper East Side,10026
Ess-a-Bagel,(347) 589-8776108 W 32nd StMidtown West,143,,"Sandwiches, Bagels, Breakfast & Brunch",3.5 star rating,108 W 32nd St,Midtown West,10026
21. Andy’s Deli,(212) 799-3355418 Columbus AveUpper West Side,76,$,"$Grocery, Bagels, Delis",3.5 star rating,418 Columbus Ave,Upper West Side,10026
22. 94 Corner Cafe,(212) 280-19002518 BroadwayUpper West Side,132,$,"$Pizza, Sandwiches, Bagels",3 star rating,2518 Broadway,Upper West Side,10026
23. Russ & Daughters at the Jewish Museum - Temp. CLOSED,(212) 475-4880Located in The Jewish MuseumUpper East Side,108,$$,"$$Kosher, Bagels, Sandwiches",3.5 star rating,,Upper East Side,10026
Ess-a-Bagel,(347) 589-8776108 W 32nd StMidtown West,143,,"Sandwiches, Bagels, Breakfast & Brunch",3.5 star rating,108 W 32nd St,Midtown West,10027
The Evercake,(201) 898-5778Upper East Side,45,,Custom Cakes,4.5 star rating,,Upper East Side,10027
1. BO’s Bagels,(917) 902-8345235 W 116th StHarlem,345,$,$Bagels,4.5 star rating,235 W 116th St,Harlem,10027
2. Absolute Bagels,(212) 932-20522788 BroadwayManhattan Valley,1428,$,"$Bakeries, Bagels",4.5 star rating,2788 Broadway,Manhattan Valley,10027
3. Brekkie Bagels,1528 Amsterdam AveHarlem,,,Bagels,,1528 Amsterdam Ave,Harlem,10027
4. Broadway Bagel,(212) 662-02312658 BroadwayManhattan Valley,194,$,"$Bagels, Sandwiches, Burgers",4 star rating,2658 Broadway,Manhattan Valley,10027
5. Zaro’s Family Bakery,1825 Park AvenueEast Harlem,8,,"Coffee & Tea, Bakeries, Bagels",4 star rating,1825 Park Avenue,East Harlem,10027
6. Double Dutch Espresso,(646) 429-88342194 Frederick Douglass BlvdHarlem,226,$$,"$$Bagels, Coffee & Tea, Internet Cafes",4 star rating,2194 Frederick Douglass Blvd,Harlem,10027
7. Bagel Tree,(646) 559-8912245 E 124th StEast Harlem,40,$,"$Bagels, Burgers, Sandwiches",3.5 star rating,245 E 124th St,East Harlem,10027
8. Wu & Nussbaum,(212) 222-00402897 BroadwayMorningside Heights,48,$$,"$$Chinese, Noodles, Bagels",3.5 star rating,2897 Broadway,Morningside Heights,10027
9. El Barrista Cafe,(718) 413-01912154 Third AveEast Harlem,18,,"Breakfast & Brunch, Bagels, Coffee & Tea",4 star rating,2154 Third Ave,East Harlem,10027
10. Mott Haven Bagel & Barista Cafe,(718) 292-0600221 E 138th StMott Haven,20,,"Cafes, Bagels, Burgers",3.5 star rating,221 E 138th St,Mott Haven,10027
Old Country Coffee,(646) 861-2171455 W 34th StChelsea,215,,"Sandwiches, Bagels, Coffee & Tea",4.5 star rating,455 W 34th St,Chelsea,10027
Ess-a-Bagel,(347) 589-8776108 W 32nd StMidtown West,143,,"Sandwiches, Breakfast & Brunch, Bagels",3.5 star rating,108 W 32nd St,Midtown West,10027
William Greenberg Desserts,(212) 861-13401100 Madison AveUpper East Side,254,,"Bakeries, Kosher",4 star rating,1100 Madison Ave,Upper East Side,10027
11. Bagels & More,(201) 886-11121040 River Rd,34,$,$Bagels,3.5 star rating,1040 River Rd,,10027
12. The Chipped Cup,(212) 368-88813610 BroadwayHarlem,381,$$,"$$Coffee & Tea, Bagels",4 star rating,3610 Broadway,Harlem,10027
13. El Chevere Bakery,(212) 289-56562002 Third AveEast Harlem,16,$,"$Coffee & Tea, Bakeries, Bagels",4.5 star rating,2002 Third Ave,East Harlem,10027
14. Mr Bagelsworth,(201) 945-0122725 River Rd,133,$,"$Bagels, Breakfast & Brunch, Sandwiches",2.5 star rating,725 River Rd,,10027
William Greenberg Desserts,(212) 861-13401100 Madison AveUpper East Side,254,,"Kosher, Bakeries",4 star rating,1100 Madison Ave,Upper East Side,10027
Ess-a-Bagel,(347) 589-8776108 W 32nd StMidtown West,143,,"Bagels, Sandwiches, Breakfast & Brunch",3.5 star rating,108 W 32nd St,Midtown West,10027
Ess-a-Bagel,(347) 589-8776108 W 32nd StMidtown West,143,,"Bagels, Sandwiches, Breakfast & Brunch",3.5 star rating,108 W 32nd St,Midtown West,10028
The Evercake,(201) 898-5778Upper East Side,45,,Custom Cakes,4.5 star rating,,Upper East Side,10028
1. H&H Bagels,(212) 734-74411551 2nd AveUpper East Side,826,$,"$Bagels, Breakfast & Brunch, Delis",4 star rating,1551 2nd Ave,Upper East Side,10028
2. The Bagel Shop,(212) 860-80601659 3rd AveYorkville,137,$$,$$Bagels,4 star rating,1659 3rd Ave,Yorkville,10028
3. Tal Bagels,(212) 427-6811333 E 86th StYorkville,398,$,"$Bagels, Delis",3 star rating,333 E 86th St,Yorkville,10028
4. Tal Bagels,(212) 717-20801228 Lexington AveUpper East Side,236,$$,"$$Breakfast & Brunch, Bagels, Sandwiches",3 star rating,1228 Lexington Ave,Upper East Side,10028
5. Bagelworks,(212) 744-64441229 1st AveUpper East Side,407,$,$Bagels,4 star rating,1229 1st Ave,Upper East Side,10028
6. Bagel Bob’s on York,(212) 535-38381641 York AveYorkville,256,$,"$Bagels, Coffee & Tea, Cafes",3.5 star rating,1641 York Ave,Yorkville,10028
7. Pick-A-Bagel,(212) 717-46681475 2nd AveUpper East Side,251,$,"$Bagels, Breakfast & Brunch, Sandwiches",3.5 star rating,1475 2nd Ave,Upper East Side,10028
8. Eastside Bagel & Appetizing,(212) 794-16551496 1st AveUpper East Side,89,$,$Bagels,2.5 star rating,1496 1st Ave,Upper East Side,10028
9. Bagels & Co.,(212) 717-05051428 York AveUpper East Side,48,$,"$Bakeries, Bagels, Pizza",3 star rating,1428 York Ave,Upper East Side,10028
10. Yorkville Bagel & Cafe,(212) 996-65441821 2nd AveYorkville,98,$,"$Bagels, Cafes, Juice Bars & Smoothies",4 star rating,1821 2nd Ave,Yorkville,10028
Oslo Coffee Roasters,(718) 782-0332236 W 10th StWest Village,29,,Coffee Roasteries,4.5 star rating,236 W 10th St,West Village,10028
The Evercake,(201) 898-5778Upper East Side,45,,Custom Cakes,4.5 star rating,,Upper East Side,10028
Bagel Bob’s on York,(212) 535-38381641 York AveYorkville,256,,"Bagels, Cafes, Coffee & Tea",3.5 star rating,1641 York Ave,Yorkville,10028
11. Pick A Bagel,(212) 517-65901101 Lexington AveUpper East Side,282,$,"$Bagels, Breakfast & Brunch",3 star rating,1101 Lexington Ave,Upper East Side,10028
12. Sable’s Smoked Fish,(212) 249-61771330 3rd AveUpper East Side,250,$$,"$$Seafood Markets, Sandwiches, Bagels",4 star rating,1330 3rd Ave,Upper East Side,10028
13. New York Hot & Fresh Bagels,(212) 348-43951585 3rd AveYorkville,71,$,"$Bagels, Delis",3 star rating,1585 3rd Ave,Yorkville,10028
14. The Bagel Mill,(212) 426-08681700 1st AveYorkville,120,$,"$Bagels, Sandwiches, Coffee & Tea",2.5 star rating,1700 1st Ave,Yorkville,10028
15. Moduwa York 84,(917) 261-54541592 York AveYorkville,28,,"Delis, Bagels",4 star rating,1592 York Ave,Yorkville,10028
16. Bagels & More,1585 3rd AveYorkville,27,,Bagels,3 star rating,1585 3rd Ave,Yorkville,10028
17. Modern Bread and Bagel,(646) 775-2985472 Columbus AveUpper West Side,162,$$,"$$Breakfast & Brunch, Bakeries, Bagels",4 star rating,472 Columbus Ave,Upper West Side,10028
18. Barney Greengrass,(212) 724-4707541 Amsterdam AveUpper West Side,761,$$,"$$Specialty Food, Delis, Bagels",4 star rating,541 Amsterdam Ave,Upper West Side,10028
19. NY Jumbo Bagels,(212) 355-61851070 2nd AveMidtown East,319,$,"$Bagels, Sandwiches, Coffee & Tea",4 star rating,1070 2nd Ave,Midtown East,10028
20. Zucker’s Bagels & Smoked Fish,(212) 874-2800273 Columbus AveUpper West Side,282,$$,"$$Sandwiches, Coffee & Tea, Bagels",2.5 star rating,273 Columbus Ave,Upper West Side,10028
Ess-a-Bagel,(347) 589-8776108 W 32nd StMidtown West,143,,"Breakfast & Brunch, Bagels, Sandwiches",3.5 star rating,108 W 32nd St,Midtown West,10028
The Evercake,(201) 898-5778Upper East Side,45,,Custom Cakes,4.5 star rating,,Upper East Side,10028
Bagel Bob’s on York,(212) 535-38381641 York AveYorkville,256,,"Coffee & Tea, Cafes, Bagels",3.5 star rating,1641 York Ave,Yorkville,10028
21. Dawa 91,(646) 833-72221748 2nd AveYorkville,29,$,"$Delis, Bagels, Grocery",3 star rating,1748 2nd Ave,Yorkville,10028
22. Broad Nosh Bagels,2350 BroadwayUpper West Side,18,,Bagels,4.5 star rating,2350 Broadway,Upper West Side,10028
23. Bagels & Co,(212) 496-9400391 Amsterdam AveUpper West Side,91,$,$Bagels,3.5 star rating,391 Amsterdam Ave,Upper West Side,10028
24. Pick-A-Bagel,(212) 832-0051785 Lexington AveUpper East Side,146,$,"$Coffee & Tea, Bakeries, Bagels",2.5 star rating,785 Lexington Ave,Upper East Side,10028
25. H&H Bagels,(212) 498-9828526 Columbus AveUpper West Side,190,$$,"$$Bagels, Salad, Sandwiches",2.5 star rating,526 Columbus Ave,Upper West Side,10028
26. Blue & Gold Deli,(212) 755-55051075 1st AveMidtown East,26,$,"$Sandwiches, Coffee & Tea, Bagels",4 star rating,1075 1st Ave,Midtown East,10028
27. Daily Bagel,(212) 371-49071111 First AveUpper East Side,109,$,"$Coffee & Tea, Bagels",2.5 star rating,1111 First Ave,Upper East Side,10028
28. Black Seed Bagels,30 Rockefeller PlzMidtown West,27,,Bagels,2 star rating,30 Rockefeller Plz,Midtown West,10028
29. Bagel Talk,(212) 875-1267368 Amsterdam AveUpper West Side,244,$,$Bagels,3 star rating,368 Amsterdam Ave,Upper West Side,10028
30. Gourmet Bagel,(212) 535-3030874 Lexington AveUpper East Side,69,$,"$Bagels, Breakfast & Brunch",2.5 star rating,874 Lexington Ave,Upper East Side,10028
Ess-a-Bagel,(347) 589-8776108 W 32nd StMidtown West,143,,"Bagels, Sandwiches, Breakfast & Brunch",3.5 star rating,108 W 32nd St,Midtown West,10028
William Greenberg Desserts,(212) 861-13401100 Madison AveUpper East Side,254,,"Kosher, Bakeries",4 star rating,1100 Madison Ave,Upper East Side,10029
The Evercake,(201) 898-5778Upper East Side,45,,Custom Cakes,4.5 star rating,,Upper East Side,10029
1. The Bagel Shop,(212) 860-80601659 3rd AveYorkville,137,$$,$$Bagels,4 star rating,1659 3rd Ave,Yorkville,10029
2. Absolute Bagels,(212) 932-20522788 BroadwayManhattan Valley,1428,$,"$Bakeries, Bagels",4.5 star rating,2788 Broadway,Manhattan Valley,10029
3. BO’s Bagels,(917) 902-8345235 W 116th StHarlem,345,$,$Bagels,4.5 star rating,235 W 116th St,Harlem,10029
4. H&H Bagels,(212) 734-74411551 2nd AveUpper East Side,826,$,"$Bagels, Breakfast & Brunch, Delis",4 star rating,1551 2nd Ave,Upper East Side,10029
5. Yorkville Bagel & Cafe,(212) 996-65441821 2nd AveYorkville,98,$,"$Bagels, Cafes, Juice Bars & Smoothies",4 star rating,1821 2nd Ave,Yorkville,10029
6. El Chevere Bakery,(212) 289-56562002 Third AveEast Harlem,16,$,"$Coffee & Tea, Bakeries, Bagels",4.5 star rating,2002 Third Ave,East Harlem,10029
7. El Barrista Cafe,(718) 413-01912154 Third AveEast Harlem,18,,"Breakfast & Brunch, Bagels, Coffee & Tea",4 star rating,2154 Third Ave,East Harlem,10029
8. Zaro’s Family Bakery,1825 Park AvenueEast Harlem,8,,"Coffee & Tea, Bakeries, Bagels",4 star rating,1825 Park Avenue,East Harlem,10029
9. Bagel Tree,(646) 559-8912245 E 124th StEast Harlem,40,$,"$Bagels, Burgers, Sandwiches",3.5 star rating,245 E 124th St,East Harlem,10029
10. Bagel Bob’s on York,(212) 535-38381641 York AveYorkville,256,$,"$Bagels, Coffee & Tea, Cafes",3.5 star rating,1641 York Ave,Yorkville,10029
Old Country Coffee,(646) 861-2171455 W 34th StChelsea,215,,"Sandwiches, Bagels, Coffee & Tea",4.5 star rating,455 W 34th St,Chelsea,10029
William Greenberg Desserts,(212) 861-13401100 Madison AveUpper East Side,254,,"Kosher, Bakeries",4 star rating,1100 Madison Ave,Upper East Side,10029
The Evercake,(201) 898-5778Upper East Side,45,,Custom Cakes,4.5 star rating,,Upper East Side,10029
11. Tal Bagels,(212) 427-6811333 E 86th StYorkville,398,$,"$Bagels, Delis",3 star rating,333 E 86th St,Yorkville,10029
12. Tal Bagels,(212) 717-20801228 Lexington AveUpper East Side,236,$$,"$$Breakfast & Brunch, Bagels, Sandwiches",3 star rating,1228 Lexington Ave,Upper East Side,10029
13. Pick A Bagel,(212) 517-65901101 Lexington AveUpper East Side,282,$,"$Bagels, Breakfast & Brunch",3 star rating,1101 Lexington Ave,Upper East Side,10029
14. New York Hot & Fresh Bagels,(212) 348-43951585 3rd AveYorkville,71,$,"$Bagels, Delis",3 star rating,1585 3rd Ave,Yorkville,10029
15. Sable’s Smoked Fish,(212) 249-61771330 3rd AveUpper East Side,250,$$,"$$Seafood Markets, Sandwiches, Bagels",4 star rating,1330 3rd Ave,Upper East Side,10029
16. Wu & Nussbaum,(212) 222-00402897 BroadwayMorningside Heights,48,$$,"$$Chinese, Noodles, Bagels",3.5 star rating,2897 Broadway,Morningside Heights,10029
17. Double Dutch Espresso,(646) 429-88342194 Frederick Douglass BlvdHarlem,226,$$,"$$Bagels, Coffee & Tea, Internet Cafes",4 star rating,2194 Frederick Douglass Blvd,Harlem,10029
18. Dawa 91,(646) 833-72221748 2nd AveYorkville,29,$,"$Delis, Bagels, Grocery",3 star rating,1748 2nd Ave,Yorkville,10029
19. The Bagel Mill,(212) 426-08681700 1st AveYorkville,120,$,"$Bagels, Sandwiches, Coffee & Tea",2.5 star rating,1700 1st Ave,Yorkville,10029
20. Bagels & More,1585 3rd AveYorkville,27,,Bagels,3 star rating,1585 3rd Ave,Yorkville,10029
Old Country Coffee,(646) 861-2171455 W 34th StChelsea,215,,"Bagels, Coffee & Tea, Sandwiches",4.5 star rating,455 W 34th St,Chelsea,10029
William Greenberg Desserts,(212) 861-13401100 Madison AveUpper East Side,254,,"Bakeries, Kosher",4 star rating,1100 Madison Ave,Upper East Side,10029
The Evercake,(201) 898-5778Upper East Side,45,,Custom Cakes,4.5 star rating,,Upper East Side,10029
21. Moduwa York 84,(917) 261-54541592 York AveYorkville,28,,"Delis, Bagels",4 star rating,1592 York Ave,Yorkville,10029
22. Russ & Daughters at the Jewish Museum - Temp. CLOSED,(212) 475-4880Located in The Jewish MuseumUpper East Side,108,$$,"$$Kosher, Bagels, Sandwiches",3.5 star rating,,Upper East Side,10029
Ess-a-Bagel,(347) 589-8776108 W 32nd StMidtown West,143,,"Bagels, Breakfast & Brunch, Sandwiches",3.5 star rating,108 W 32nd St,Midtown West,10030
William Greenberg Desserts,(212) 861-13401100 Madison AveUpper East Side,254,,"Bakeries, Kosher",4 star rating,1100 Madison Ave,Upper East Side,10030
1. Absolute Bagels,(212) 932-20522788 BroadwayManhattan Valley,1428,$,"$Bakeries, Bagels",4.5 star rating,2788 Broadway,Manhattan Valley,10030
2. BO’s Bagels,(917) 902-8345235 W 116th StHarlem,345,$,$Bagels,4.5 star rating,235 W 116th St,Harlem,10030
3. Brekkie Bagels,1528 Amsterdam AveHarlem,,,Bagels,,1528 Amsterdam Ave,Harlem,10030
4. Zaro’s Family Bakery,1825 Park AvenueEast Harlem,8,,"Coffee & Tea, Bakeries, Bagels",4 star rating,1825 Park Avenue,East Harlem,10030
5. Mott Haven Bagel & Barista Cafe,(718) 292-0600221 E 138th StMott Haven,20,,"Cafes, Bagels, Burgers",3.5 star rating,221 E 138th St,Mott Haven,10030
6. Bagel Tree,(646) 559-8912245 E 124th StEast Harlem,40,$,"$Bagels, Burgers, Sandwiches",3.5 star rating,245 E 124th St,East Harlem,10030
7. El Barrista Cafe,(718) 413-01912154 Third AveEast Harlem,18,,"Breakfast & Brunch, Bagels, Coffee & Tea",4 star rating,2154 Third Ave,East Harlem,10030
8. The Chipped Cup,(212) 368-88813610 BroadwayHarlem,381,$$,"$$Coffee & Tea, Bagels",4 star rating,3610 Broadway,Harlem,10030
9. Wu & Nussbaum,(212) 222-00402897 BroadwayMorningside Heights,48,$$,"$$Chinese, Noodles, Bagels",3.5 star rating,2897 Broadway,Morningside Heights,10030
10. Double Dutch Espresso,(646) 429-88342194 Frederick Douglass BlvdHarlem,226,$$,"$$Bagels, Coffee & Tea, Internet Cafes",4 star rating,2194 Frederick Douglass Blvd,Harlem,10030
The Evercake,(201) 898-5778Upper East Side,45,,Custom Cakes,4.5 star rating,,Upper East Side,10030
Ess-a-Bagel,(347) 589-8776108 W 32nd StMidtown West,143,,"Sandwiches, Breakfast & Brunch, Bagels",3.5 star rating,108 W 32nd St,Midtown West,10030
The Evercake,(201) 898-5778Upper East Side,45,,Custom Cakes,4.5 star rating,,Upper East Side,10030
Ess-a-Bagel,(347) 589-8776108 W 32nd StMidtown West,143,,"Bagels, Breakfast & Brunch, Sandwiches",3.5 star rating,108 W 32nd St,Midtown West,10030
Bagels on the Square,(212) 691-30417 Carmine StWest Village,447,,"Bakeries, Bagels",4 star rating,7 Carmine St,West Village,10030
William Greenberg Desserts,(212) 861-13401100 Madison AveUpper East Side,254,,"Kosher, Bakeries",4 star rating,1100 Madison Ave,Upper East Side,10031
Jumbo Pizza Coffee Shop,(212) 491-29903594 BroadwayHarlem,82,,"Pizza, Sandwiches, Coffee & Tea",3.5 star rating,3594 Broadway,Harlem,10031
1. Mike’s Bagels,(212) 928-23004003 BroadwayWashington Heights,205,$,$Bagels,4 star rating,4003 Broadway,Washington Heights,10031
2. The Chipped Cup,(212) 368-88813610 BroadwayHarlem,381,$$,"$$Coffee & Tea, Bagels",4 star rating,3610 Broadway,Harlem,10031
3. Brekkie Bagels,1528 Amsterdam AveHarlem,,,Bagels,,1528 Amsterdam Ave,Harlem,10031
4. Bagels & More,(201) 886-11121040 River Rd,34,$,$Bagels,3.5 star rating,1040 River Rd,,10031
5. Mott Haven Bagel & Barista Cafe,(718) 292-0600221 E 138th StMott Haven,20,,"Cafes, Bagels, Burgers",3.5 star rating,221 E 138th St,Mott Haven,10031
William Greenberg Desserts,(212) 861-13401100 Madison AveUpper East Side,254,,"Kosher, Bakeries",4 star rating,1100 Madison Ave,Upper East Side,10031
Jumbo Pizza Coffee Shop,(212) 491-29903594 BroadwayHarlem,82,,"Sandwiches, Coffee & Tea, Pizza",3.5 star rating,3594 Broadway,Harlem,10031
William Greenberg Desserts,(212) 861-13401100 Madison AveUpper East Side,254,,"Bakeries, Kosher",4 star rating,1100 Madison Ave,Upper East Side,10031
