name,phone,review_count,price,food_type,rating,address,town,zip_search
Jumbo Pizza Coffee Shop,(212) 491-29903594 BroadwayHarlem,82,,"Sandwiches, Coffee & Tea, Pizza",3.5 star rating,3594 Broadway,Harlem,10031
Panacea Bread Home Bakery,(929) 330-88962174 Amsterdam AveWashington Heights,,,Bakeries,,2174 Amsterdam Ave,Washington Heights,10032
My Juice Box,(347) 595-0936209 Dyckman StInwood,,,Juice Bars & Smoothies,,209 Dyckman St,Inwood,10032
1. Mike’s Bagels,(212) 928-23004003 BroadwayWashington Heights,205,$,$Bagels,4 star rating,4003 Broadway,Washington Heights,10032
2. Absolute Bagels,(212) 932-20522788 BroadwayManhattan Valley,1428,$,"$Bakeries, Bagels",4.5 star rating,2788 Broadway,Manhattan Valley,10032
3. BO’s Bagels,(917) 902-8345235 W 116th StHarlem,345,$,$Bagels,4.5 star rating,235 W 116th St,Harlem,10032
4. Inwood Bagels,(212) 569-7770628 W 207th StInwood,95,$,$Bagels,3.5 star rating,628 W 207th St,Inwood,10032
5. The Chipped Cup,(212) 368-88813610 BroadwayHarlem,381,$$,"$$Coffee & Tea, Bagels",4 star rating,3610 Broadway,Harlem,10032
6. Bergen Boulevard Bagels,(201) 944-9003438 Bergen Blvd,106,$,$Bagels,4 star rating,438 Bergen Blvd,,10032
7. Dichter Pharmacy & Soda Shoppe,(212) 569-12304953 BroadwayInwood,46,$,"$Drugstores, Bagels",4.5 star rating,4953 Broadway,Inwood,10032
8. Lemoine Hot Bagels Deli,(201) 585-19882455 Lemoine Ave,30,$,$Bagels,3.5 star rating,2455 Lemoine Ave,,10032
9. Bagels & More,(201) 886-11121040 River Rd,34,$,$Bagels,3.5 star rating,1040 River Rd,,10032
10. Mott Haven Bagel & Barista Cafe,(718) 292-0600221 E 138th StMott Haven,20,,"Cafes, Bagels, Burgers",3.5 star rating,221 E 138th St,Mott Haven,10032
Jumbo Pizza Coffee Shop,(212) 491-29903594 BroadwayHarlem,82,,"Coffee & Tea, Sandwiches, Pizza",3.5 star rating,3594 Broadway,Harlem,10032
Panacea Bread Home Bakery,(929) 330-88962174 Amsterdam AveWashington Heights,,,Bakeries,,2174 Amsterdam Ave,Washington Heights,10032
Bagels on the Square,(212) 691-30417 Carmine StWest Village,447,,"Bagels, Bakeries",4 star rating,7 Carmine St,West Village,10032
11. Brekkie Bagels,1528 Amsterdam AveHarlem,,,Bagels,,1528 Amsterdam Ave,Harlem,10032
12. Palisade Bagel,(201) 363-88991611 Palisade Ave,68,$,"$Bagels, Wraps, Sandwiches",3 star rating,1611 Palisade Ave,,10032
13. Three Star Bagels,(201) 224-3745270 Columbia Ave,55,$$,"$$Bagels, Delis",3 star rating,270 Columbia Ave,,10032
14. Binghamton Bagel & Deli,(201) 947-00032151 Lemoine Ave,91,$,"$Bagels, Delis, Sandwiches",3 star rating,2151 Lemoine Ave,,10032
15. Mrs. Bagelsworth,(201) 224-35501209 Anderson Ave,28,$,"$Cuban, Delis, Bagels",4 star rating,1209 Anderson Ave,,10032
16. Bagel Tree,(646) 559-8912245 E 124th StEast Harlem,40,$,"$Bagels, Burgers, Sandwiches",3.5 star rating,245 E 124th St,East Harlem,10032
17. Blvd Juice & Grill,(201) 941-4100684 Bergen Blvd,10,,"Sandwiches, Bagels, Wraps",4.5 star rating,684 Bergen Blvd,,10032
18. Zaro’s Family Bakery,1825 Park AvenueEast Harlem,8,,"Coffee & Tea, Bakeries, Bagels",4 star rating,1825 Park Avenue,East Harlem,10032
19. Wu & Nussbaum,(212) 222-00402897 BroadwayMorningside Heights,48,$$,"$$Chinese, Noodles, Bagels",3.5 star rating,2897 Broadway,Morningside Heights,10032
20. Carreon’s Deli and Bakery,(917) 924-12334975 BroadwayInwood,14,$,"$Bakeries, Bagels, Delis",3 star rating,4975 Broadway,Inwood,10032
My Juice Box,(347) 595-0936209 Dyckman StInwood,,,Juice Bars & Smoothies,,209 Dyckman St,Inwood,10032
Panacea Bread Home Bakery,(929) 330-88962174 Amsterdam AveWashington Heights,,,Bakeries,,2174 Amsterdam Ave,Washington Heights,10032
Bagels on the Square,(212) 691-30417 Carmine StWest Village,447,,"Bagels, Bakeries",4 star rating,7 Carmine St,West Village,10032
21. Mr Bagelsworth,(201) 945-0122725 River Rd,133,$,"$Bagels, Breakfast & Brunch, Sandwiches",2.5 star rating,725 River Rd,,10032
22. Double Dutch Espresso,(646) 429-88342194 Frederick Douglass BlvdHarlem,226,$$,"$$Bagels, Coffee & Tea, Internet Cafes",4 star rating,2194 Frederick Douglass Blvd,Harlem,10032
23. Yum-Yum,(201) 840-9998677 Anderson Ave,29,$,"$Ice Cream & Frozen Yogurt, Bagels",3.5 star rating,677 Anderson Ave,,10032
24. Perista Cafe,(646) 490-5111158 Dyckman StWashington Heights,7,,"Breakfast & Brunch, Coffee & Tea, Bagels",3 star rating,158 Dyckman St,Washington Heights,10032
25. Park Terrace Deli,(212) 569-5990510 W 218th StInwood,79,$,"$Delis, Bagels",3.5 star rating,510 W 218th St,Inwood,10032
26. Bagel Buddies,(201) 886-97921365 Inwood Ter,,,Bagels,,1365 Inwood Ter,,10032
27. Ginbos Hamburger House,(347) 963-4644118 E 170th StConcourse,23,$,"$Burgers, Sandwiches, Bagels",3 star rating,118 E 170th St,Concourse,10032
28. Center Bagel Store,(201) 346-15511415 Center Ave,,,Bagels,,1415 Center Ave,,10032
29. Lehman College Harmony Café,250 W Bedford Park Blvd,3,$$$,"$$$Bagels, Coffee & Tea",4.5 star rating,250 W Bedford Park Blvd,,10032
"30. Stroni’s Pizza, Wings, and Things",(347) 918-9737283 E 170th StConcourse,3,,"Bagels, Pizza",2.5 star rating,283 E 170th St,Concourse,10032
My Juice Box,(347) 595-0936209 Dyckman StInwood,,,Juice Bars & Smoothies,,209 Dyckman St,Inwood,10032
Panacea Bread Home Bakery,(929) 330-88962174 Amsterdam AveWashington Heights,,,Bakeries,,2174 Amsterdam Ave,Washington Heights,10033
My Juice Box,(347) 595-0936209 Dyckman StInwood,,,Juice Bars & Smoothies,,209 Dyckman St,Inwood,10033
1. Mike’s Bagels,(212) 928-23004003 BroadwayWashington Heights,205,$,$Bagels,4 star rating,4003 Broadway,Washington Heights,10033
2. Inwood Bagels,(212) 569-7770628 W 207th StInwood,95,$,$Bagels,3.5 star rating,628 W 207th St,Inwood,10033
3. Dichter Pharmacy & Soda Shoppe,(212) 569-12304953 BroadwayInwood,46,$,"$Drugstores, Bagels",4.5 star rating,4953 Broadway,Inwood,10033
4. Carreon’s Deli and Bakery,(917) 924-12334975 BroadwayInwood,14,$,"$Bakeries, Bagels, Delis",3 star rating,4975 Broadway,Inwood,10033
5. Perista Cafe,(646) 490-5111158 Dyckman StWashington Heights,7,,"Breakfast & Brunch, Coffee & Tea, Bagels",3 star rating,158 Dyckman St,Washington Heights,10033
6. Park Terrace Deli,(212) 569-5990510 W 218th StInwood,79,$,"$Delis, Bagels",3.5 star rating,510 W 218th St,Inwood,10033
7. Ginbos Hamburger House,(347) 963-4644118 E 170th StConcourse,23,$,"$Burgers, Sandwiches, Bagels",3 star rating,118 E 170th St,Concourse,10033
"8. Stroni’s Pizza, Wings, and Things",(347) 918-9737283 E 170th StConcourse,3,,"Bagels, Pizza",2.5 star rating,283 E 170th St,Concourse,10033
My Juice Box,(347) 595-0936209 Dyckman StInwood,,,Juice Bars & Smoothies,,209 Dyckman St,Inwood,10033
Panacea Bread Home Bakery,(929) 330-88962174 Amsterdam AveWashington Heights,,,Bakeries,,2174 Amsterdam Ave,Washington Heights,10033
My Juice Box,(347) 595-0936209 Dyckman StInwood,,,Juice Bars & Smoothies,,209 Dyckman St,Inwood,10033
Old Country Coffee,(646) 861-2171455 W 34th StChelsea,215,,"Coffee & Tea, Bagels, Sandwiches",4.5 star rating,455 W 34th St,Chelsea,10033
My Juice Box,(347) 595-0936209 Dyckman StInwood,,,Juice Bars & Smoothies,,209 Dyckman St,Inwood,10034
Panacea Bread Home Bakery,(929) 330-88962174 Amsterdam AveWashington Heights,,,Bakeries,,2174 Amsterdam Ave,Washington Heights,10034
1. Mike’s Bagels,(212) 928-23004003 BroadwayWashington Heights,205,$,$Bagels,4 star rating,4003 Broadway,Washington Heights,10034
2. Inwood Bagels,(212) 569-7770628 W 207th StInwood,95,$,$Bagels,3.5 star rating,628 W 207th St,Inwood,10034
3. Dichter Pharmacy & Soda Shoppe,(212) 569-12304953 BroadwayInwood,46,$,"$Drugstores, Bagels",4.5 star rating,4953 Broadway,Inwood,10034
4. Carreon’s Deli and Bakery,(917) 924-12334975 BroadwayInwood,14,$,"$Bakeries, Bagels, Delis",3 star rating,4975 Broadway,Inwood,10034
5. Lemoine Hot Bagels Deli,(201) 585-19882455 Lemoine Ave,30,$,$Bagels,3.5 star rating,2455 Lemoine Ave,,10034
6. The Chipped Cup,(212) 368-88813610 BroadwayHarlem,381,$$,"$$Coffee & Tea, Bagels",4 star rating,3610 Broadway,Harlem,10034
7. Perista Cafe,(646) 490-5111158 Dyckman StWashington Heights,7,,"Breakfast & Brunch, Coffee & Tea, Bagels",3 star rating,158 Dyckman St,Washington Heights,10034
8. Rolen Bagels,(718) 601-53573601 Riverdale AveRiverdale,37,$,$Bagels,3 star rating,3601 Riverdale Ave,Riverdale,10034
9. Manhattan Bagel,(201) 816-000814 West Palisade Ave,86,$,"$Breakfast & Brunch, Bagels, Sandwiches",3.5 star rating,14 West Palisade Ave,,10034
10. Cafeccino Bakery,(718) 210-0579269 W 231st StKingsbridge,24,$,"$Cafes, Bagels, Pizza",4 star rating,269 W 231st St,Kingsbridge,10034
Ess-a-Bagel,(347) 589-8776108 W 32nd StMidtown West,143,,"Breakfast & Brunch, Bagels, Sandwiches",3.5 star rating,108 W 32nd St,Midtown West,10034
My Juice Box,(347) 595-0936209 Dyckman StInwood,,,Juice Bars & Smoothies,,209 Dyckman St,Inwood,10034
Ess-a-Bagel,(347) 589-8776108 W 32nd StMidtown West,143,,"Breakfast & Brunch, Sandwiches, Bagels",3.5 star rating,108 W 32nd St,Midtown West,10034
11. Binghamton Bagel & Deli,(201) 947-00032151 Lemoine Ave,91,$,"$Bagels, Delis, Sandwiches",3 star rating,2151 Lemoine Ave,,10034
12. Bagels & More,(201) 886-11121040 River Rd,34,$,$Bagels,3.5 star rating,1040 River Rd,,10034
13. Palisade Bagel,(201) 363-88991611 Palisade Ave,68,$,"$Bagels, Wraps, Sandwiches",3 star rating,1611 Palisade Ave,,10034
14. Gourmet Market and Bagel,(718) 549-10395993 BroadwayFieldston,13,$,"$Delis, Bagels, Grocery",3.5 star rating,5993 Broadway,Fieldston,10034
15. 9W Gourmet Deli,(201) 503-9000476 Sylvan Ave,29,$,"$Coffee & Tea, Bagels, Delis",3 star rating,476 Sylvan Ave,,10034
16. Park Terrace Deli,(212) 569-5990510 W 218th StInwood,79,$,"$Delis, Bagels",3.5 star rating,510 W 218th St,Inwood,10034
17. Simon’s Deli & Bagels,(718) 562-33542479 Arthur AveBelmont,32,$,"$Delis, Sandwiches, Bagels",3 star rating,2479 Arthur Ave,Belmont,10034
18. Mister Bagel of Broadway,(718) 549-04085672 BroadwayKingsbridge,,,Bagels,,5672 Broadway,Kingsbridge,10034
19. Bagel Express,(201) 568-6191264 Grand Ave,21,$,"$Bagels, Burgers, Delis",2.5 star rating,264 Grand Ave,,10034
20. Sun Bagels,(718) 519-17803405 Jerome AveNorwood,,,Bagels,,3405 Jerome Ave,Norwood,10034
Panacea Bread Home Bakery,(929) 330-88962174 Amsterdam AveWashington Heights,,,Bakeries,,2174 Amsterdam Ave,Washington Heights,10034
My Juice Box,(347) 595-0936209 Dyckman StInwood,,,Juice Bars & Smoothies,,209 Dyckman St,Inwood,10034
Ess-a-Bagel,(347) 589-8776108 W 32nd StMidtown West,143,,"Breakfast & Brunch, Bagels, Sandwiches",3.5 star rating,108 W 32nd St,Midtown West,10034
21. Bronx Gourmet Deli,(718) 561-1334921 E 180th StEast Tremont,,,"Restaurants, Coffee & Tea, Bagels",,921 E 180th St,East Tremont,10034
22. Bagel Buddies,(201) 886-97921365 Inwood Ter,,,Bagels,,1365 Inwood Ter,,10034
23. Ginbos Hamburger House,(347) 963-4644118 E 170th StConcourse,23,$,"$Burgers, Sandwiches, Bagels",3 star rating,118 E 170th St,Concourse,10034
24. Center Bagel Store,(201) 346-15511415 Center Ave,,,Bagels,,1415 Center Ave,,10034
25. Lehman College Harmony Café,250 W Bedford Park Blvd,3,$$$,"$$$Bagels, Coffee & Tea",4.5 star rating,250 W Bedford Park Blvd,,10034
"26. Stroni’s Pizza, Wings, and Things",(347) 918-9737283 E 170th StConcourse,3,,"Bagels, Pizza",2.5 star rating,283 E 170th St,Concourse,10034
William Greenberg Desserts,(212) 861-13401100 Madison AveUpper East Side,254,,"Bakeries, Kosher",4 star rating,1100 Madison Ave,Upper East Side,10035
Bagels on the Square,(212) 691-30417 Carmine StWest Village,447,,"Bakeries, Bagels",4 star rating,7 Carmine St,West Village,10035
1. The Bagel Shop,(212) 860-80601659 3rd AveYorkville,137,$$,$$Bagels,4 star rating,1659 3rd Ave,Yorkville,10035
2. BO’s Bagels,(917) 902-8345235 W 116th StHarlem,345,$,$Bagels,4.5 star rating,235 W 116th St,Harlem,10035
3. Absolute Bagels,(212) 932-20522788 BroadwayManhattan Valley,1428,$,"$Bakeries, Bagels",4.5 star rating,2788 Broadway,Manhattan Valley,10035
4. Bagel Tree,(646) 559-8912245 E 124th StEast Harlem,40,$,"$Bagels, Burgers, Sandwiches",3.5 star rating,245 E 124th St,East Harlem,10035
5. H&H Bagels,(212) 734-74411551 2nd AveUpper East Side,826,$,"$Bagels, Breakfast & Brunch, Delis",4 star rating,1551 2nd Ave,Upper East Side,10035
6. Zaro’s Family Bakery,1825 Park AvenueEast Harlem,8,,"Coffee & Tea, Bakeries, Bagels",4 star rating,1825 Park Avenue,East Harlem,10035
7. El Barrista Cafe,(718) 413-01912154 Third AveEast Harlem,18,,"Breakfast & Brunch, Bagels, Coffee & Tea",4 star rating,2154 Third Ave,East Harlem,10035
8. Yorkville Bagel & Cafe,(212) 996-65441821 2nd AveYorkville,98,$,"$Bagels, Cafes, Juice Bars & Smoothies",4 star rating,1821 2nd Ave,Yorkville,10035
9. New York City Bagel Coffee House,(718) 728-950029-08 23rd AveAstoria,373,$$,$$Bagels,4 star rating,29-08 23rd Ave,Astoria,10035
10. Brooklyn Bagel & Coffee Company,(718) 932-828035-09 Ditmars BlvdAstoria,431,$,"$Coffee & Tea, Bagels, Breakfast & Brunch",4 star rating,35-09 Ditmars Blvd,Astoria,10035
Ess-a-Bagel,(347) 589-8776108 W 32nd StMidtown West,143,,"Breakfast & Brunch, Bagels, Sandwiches",3.5 star rating,108 W 32nd St,Midtown West,10035
Bagels on the Square,(212) 691-30417 Carmine StWest Village,447,,"Bagels, Bakeries",4 star rating,7 Carmine St,West Village,10035
Ess-a-Bagel,(347) 589-8776108 W 32nd StMidtown West,143,,"Bagels, Sandwiches, Breakfast & Brunch",3.5 star rating,108 W 32nd St,Midtown West,10035
11. Broadway Bagel,(212) 662-02312658 BroadwayManhattan Valley,194,$,"$Bagels, Sandwiches, Burgers",4 star rating,2658 Broadway,Manhattan Valley,10035
12. Mott Haven Bagel & Barista Cafe,(718) 292-0600221 E 138th StMott Haven,20,,"Cafes, Bagels, Burgers",3.5 star rating,221 E 138th St,Mott Haven,10035
13. El Chevere Bakery,(212) 289-56562002 Third AveEast Harlem,16,$,"$Coffee & Tea, Bakeries, Bagels",4.5 star rating,2002 Third Ave,East Harlem,10035
14. Astoria Bagel Shop & Deli,(718) 728-51692812 Ditmars BlvdAstoria,155,$,"$Delis, Bagels, Breakfast & Brunch",4 star rating,2812 Ditmars Blvd,Astoria,10035
15. Bagel Bob’s on York,(212) 535-38381641 York AveYorkville,256,$,"$Bagels, Coffee & Tea, Cafes",3.5 star rating,1641 York Ave,Yorkville,10035
16. Bagelworks,(212) 744-64441229 1st AveUpper East Side,407,$,$Bagels,4 star rating,1229 1st Ave,Upper East Side,10035
17. Brooklyn Bagel & Coffee Company,(718) 204-014135-05 BroadwayAstoria,710,$,"$Bagels, Coffee & Tea",4.5 star rating,35-05 Broadway,Astoria,10035
18. Broad Nosh Bagels,2350 BroadwayUpper West Side,18,,Bagels,4.5 star rating,2350 Broadway,Upper West Side,10035
19. Tal Bagels,(212) 427-6811333 E 86th StYorkville,398,$,"$Bagels, Delis",3 star rating,333 E 86th St,Yorkville,10035
20. Zabar’s,(212) 787-20002245 BroadwayUpper West Side,1020,$$,"$$Bakeries, Coffee & Tea, Bagels",4 star rating,2245 Broadway,Upper West Side,10035
William Greenberg Desserts,(212) 861-13401100 Madison AveUpper East Side,254,,"Bakeries, Kosher",4 star rating,1100 Madison Ave,Upper East Side,10035
William Greenberg Desserts,(212) 861-13401100 Madison AveUpper East Side,254,,"Kosher, Bakeries",4 star rating,1100 Madison Ave,Upper East Side,10035
Bagels on the Square,(212) 691-30417 Carmine StWest Village,447,,"Bagels, Bakeries",4 star rating,7 Carmine St,West Village,10035
21. Modern Bread and Bagel,(646) 775-2985472 Columbus AveUpper West Side,162,$$,"$$Breakfast & Brunch, Bakeries, Bagels",4 star rating,472 Columbus Ave,Upper West Side,10035
22. Pick A Bagel,(212) 517-65901101 Lexington AveUpper East Side,282,$,"$Bagels, Breakfast & Brunch",3 star rating,1101 Lexington Ave,Upper East Side,10035
23. Barney Greengrass,(212) 724-4707541 Amsterdam AveUpper West Side,761,$$,"$$Specialty Food, Delis, Bagels",4 star rating,541 Amsterdam Ave,Upper West Side,10035
24. Zucker’s Bagels & Smoked Fish,(212) 874-2800273 Columbus AveUpper West Side,282,$$,"$$Sandwiches, Coffee & Tea, Bagels",2.5 star rating,273 Columbus Ave,Upper West Side,10035
25. Tal Bagels,(212) 717-20801228 Lexington AveUpper East Side,236,$$,"$$Breakfast & Brunch, Bagels, Sandwiches",3 star rating,1228 Lexington Ave,Upper East Side,10035
26. Bagels & Co.,(212) 717-05051428 York AveUpper East Side,48,$,"$Bakeries, Bagels, Pizza",3 star rating,1428 York Ave,Upper East Side,10035
27. Brooklyn Bagel & Coffee Company,(718) 777-112136-14 30th AveAstoria,473,$,"$Coffee & Tea, Bagels",4 star rating,36-14 30th Ave,Astoria,10035
28. New York City Bagel & Coffee House,(718) 777-03242910 BroadwayAstoria,44,$,"$Sandwiches, Coffee & Tea, Bagels",3.5 star rating,2910 Broadway,Astoria,10035
29. Brekkie Bagels,1528 Amsterdam AveHarlem,,,Bagels,,1528 Amsterdam Ave,Harlem,10035
30. New York Hot & Fresh Bagels,(212) 348-43951585 3rd AveYorkville,71,$,"$Bagels, Delis",3 star rating,1585 3rd Ave,Yorkville,10035
Tres Leches Cafe,(646) 559-0176356 E 112th StEast Harlem,141,,"Desserts, Bakeries, Latin American",5 star rating,356 E 112th St,East Harlem,10035
Bagels on the Square,(212) 691-30417 Carmine StWest Village,447,,"Bakeries, Bagels",4 star rating,7 Carmine St,West Village,10036
Old Country Coffee,(646) 861-2171455 W 34th StChelsea,215,,"Bagels, Coffee & Tea, Sandwiches",4.5 star rating,455 W 34th St,Chelsea,10036
1. Best Bagel & Coffee,(212) 564-4409225 W 35th StMidtown West,3360,$,"$Bagels, Coffee & Tea, Breakfast & Brunch",4.5 star rating,225 W 35th St,Midtown West,10036
2. Liberty Bagels Midtown,(212) 279-1124260 W 35th StMidtown West,554,$,"$Breakfast & Brunch, Bagels, Sandwiches",4.5 star rating,260 W 35th St,Midtown West,10036
3. Ess-a-Bagel,(347) 343-5728831 3rd AveMidtown East,3669,$,"$Bakeries, Bagels, Delis",4 star rating,831 3rd Ave,Midtown East,10036
4. Brooklyn Bagel & Coffee Company,(212) 924-2824286 8th AveChelsea,1470,$,"$Bagels, Breakfast & Brunch, Cafes",4 star rating,286 8th Ave,Chelsea,10036
5. Pick A Bagel,(212) 582-8333891 8th AveTheater District,894,$$,"$$Bagels, Cafes",3.5 star rating,891 8th Ave,Theater District,10036
6. Bagel Market,(212) 681-6300425 Lexington AveMidtown East,4,,"Bagels, Salad, Sandwiches",5 star rating,425 Lexington Ave,Midtown East,10036
7. Bagels & Schmear,(212) 725-7873116 E 28th StFlatiron,518,$,"$Bagels, Bakeries, Coffee & Tea",4 star rating,116 E 28th St,Flatiron,10036
8. Ess-a-Bagel,(347) 589-8776108 W 32nd StMidtown West,143,$$,"$$Bagels, Breakfast & Brunch, Sandwiches",3.5 star rating,108 W 32nd St,Midtown West,10036
9. Hudson Bagel,(212) 245-1200691 9th AveHell's Kitchen,60,$,$Bagels,3 star rating,691 9th Ave,Hell's Kitchen,10036
10. The Jolly Goat Coffee Bar,(646) 509-8957515 W 47th StHell's Kitchen,351,$,"$Coffee & Tea, Cafes, Bagels",4.5 star rating,515 W 47th St,Hell's Kitchen,10036
Porto Rico Importing Company,(212) 477-5421201 Bleecker StGreenwich Village,464,,"Candy Stores, Coffee & Tea",4.5 star rating,201 Bleecker St,Greenwich Village,10036
Bagels on the Square,(212) 691-30417 Carmine StWest Village,447,,"Bakeries, Bagels",4 star rating,7 Carmine St,West Village,10036
Old Country Coffee,(646) 861-2171455 W 34th StChelsea,215,,"Sandwiches, Coffee & Tea, Bagels",4.5 star rating,455 W 34th St,Chelsea,10036
11. Skyline Gourmet Deli,(212) 459-2500700 10th AveHell's Kitchen,107,$,"$Delis, Coffee & Tea, Bagels",4 star rating,700 10th Ave,Hell's Kitchen,10036
12. Bagels & More,365 W 34th StMidtown West,22,,Bagels,3.5 star rating,365 W 34th St,Midtown West,10036
13. Finn’s Bagels,(212) 273-0700477 10th AveMidtown West,64,,"Coffee & Tea, Bagels, Sandwiches",3.5 star rating,477 10th Ave,Midtown West,10036
14. NY Bagels & Cafe,(212) 725-3777587 1st AveMurray Hill,216,$,"$Bagels, Breakfast & Brunch, Sandwiches",4 star rating,587 1st Ave,Murray Hill,10036
15. NINO’S COFFEE & GRILL,(929) 500-838944 St & 6 AveTheater District,12,,"Coffee & Tea, Breakfast & Brunch, Bagels",5 star rating,44 St & 6 Ave,Theater District,10036
16. 57th Bagels And More,(929) 461-7802877 10th AveHell's Kitchen,8,,"Bagels, Breakfast & Brunch, Sandwiches",3.5 star rating,877 10th Ave,Hell's Kitchen,10036
17. NY Jumbo Bagels,(212) 355-61851070 2nd AveMidtown East,319,$,"$Bagels, Sandwiches, Coffee & Tea",4 star rating,1070 2nd Ave,Midtown East,10036
18. Old Country Coffee,(646) 861-2171455 W 34th StChelsea,215,$,"$Coffee & Tea, Bagels, Sandwiches",4.5 star rating,455 W 34th St,Chelsea,10036
19. Zucker’s Bagels & Smoked Fish,(212) 661-1080370 Lexington AveMidtown East,512,$$,"$$Bagels, Breakfast & Brunch, Delis",3 star rating,370 Lexington Ave,Midtown East,10036
20. Zuckers Bagels And Smoked Fish,(646) 638-1335242 8th AveChelsea,816,$,"$Bagels, Breakfast & Brunch, Delis",3.5 star rating,242 8th Ave,Chelsea,10036
Ess-a-Bagel,(347) 589-8776108 W 32nd StMidtown West,143,,"Bagels, Sandwiches, Breakfast & Brunch",3.5 star rating,108 W 32nd St,Midtown West,10036
Old Country Coffee,(646) 861-2171455 W 34th StChelsea,215,,"Sandwiches, Coffee & Tea, Bagels",4.5 star rating,455 W 34th St,Chelsea,10036
Bagels on the Square,(212) 691-30417 Carmine StWest Village,447,,"Bagels, Bakeries",4 star rating,7 Carmine St,West Village,10036
21. Corvo Coffee,(917) 409-2479270 W 39th StMidtown West,50,$,"$Coffee & Tea, Bagels",4 star rating,270 W 39th St,Midtown West,10036
22. Black Seed Bagels,(646) 915-15001188 BroadwayFlatiron,111,$$,"$$Bagels, Breakfast & Brunch, Sandwiches",2.5 star rating,1188 Broadway,Flatiron,10036
23. Black Seed Bagels,(646) 915-150075 9th AveMeatpacking District,12,,"Bagels, Sandwiches",3.5 star rating,75 9th Ave,Meatpacking District,10036
